Filename,Correct,Total,Accuracy
trained_model_11ep0.pth,664,1002,0.6626746506986028
trained_model_11ep1.pth,684,1002,0.6826347305389222
trained_model_11ep10.pth,666,1002,0.6646706586826348
trained_model_11ep11.pth,717,1002,0.7155688622754491
